,Annotation,Total,Confidence
group03609,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-),1,1.0
group03610,Putative membrane protein actII-3,1,1.0
group03611,None Provided,1,1.0
group03612,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),1,1.0
group03613,None Provided,1,1.0
group03614,hypothetical protein,1,1.0
group03615,None Provided,1,1.0
group03616,hypothetical protein,1,1.0
group03617,hypothetical protein,1,1.0
group03618,None Provided,1,1.0
group03619,None Provided,1,1.0
group03620,None Provided,1,1.0
group03621,hypothetical protein,1,1.0
group03622,None Provided,1,1.0
group03623,None Provided,1,1.0
group03624,None Provided,1,1.0
group03625,None Provided,1,1.0
group03626,None Provided,1,1.0
group03627,hypothetical protein,1,1.0
group03628,None Provided,1,1.0
group03629,DNA ligase (EC 6.5.1.2),1,1.0
group03630,Rhamnulokinase (EC 2.7.1.5),1,1.0
group03631,hypothetical protein,1,1.0
group03632,None Provided,1,1.0
group03633,None Provided,1,1.0
group03634,None Provided,1,1.0
group03635,None Provided,1,1.0
group03636,hypothetical protein,1,1.0
group03637,Cell division protein FtsA,1,1.0
group03638,UDP-3-O-3-hydroxymyristoyl N-acetylglucosamine deacetylase (EC 3.5.1.108),1,1.0
group03639,ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),1,1.0
group03640,Enolase (EC 4.2.1.11),1,1.0
group03641,ATP-dependent Clp protease ATP-binding subunit ClpX,1,1.0
group03642,hypothetical protein,1,1.0
group03643,None Provided,1,1.0
group03644,hypothetical protein,1,1.0
group03645,hypothetical protein,1,1.0
group03646,None Provided,1,1.0
group03647,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",1,1.0
group03648,None Provided,1,1.0
group03649,None Provided,1,1.0
group03650,None Provided,1,1.0
group03651,ATP-dependent DNA helicase UvrD/PcrA,1,1.0
group03652,ATP-dependent DNA helicase UvrD/PcrA,1,1.0
group03653,hypothetical protein,1,1.0
group03654,Translation elongation factor G,1,1.0
group03655,None Provided,1,1.0
group03656,None Provided,1,1.0
group03657,None Provided,1,1.0
group03658,None Provided,1,1.0
group03659,hypothetical protein,1,1.0
group03660,None Provided,1,1.0
group03661,None Provided,1,1.0
group03662,None Provided,1,1.0
group03663,None Provided,1,1.0
group03664,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),1,1.0
group03665,None Provided,1,1.0
group03666,putative Glutathione-regulated potassium-efflux system protein KefB,1,1.0
group03667,None Provided,1,1.0
group03668,None Provided,1,1.0
group03669,None Provided,1,1.0
group03670,Argininosuccinate synthase (EC 6.3.4.5),1,1.0
group03671,None Provided,1,1.0
group03672,None Provided,1,1.0
group03673,None Provided,1,1.0
group03674,None Provided,1,1.0
group03675,None Provided,1,1.0
group03676,NADH dehydrogenase (EC 1.6.99.3),1,1.0
group03677,DsrC family protein,1,1.0
group03678,None Provided,1,1.0
group03679,None Provided,1,1.0
group03680,hypothetical protein,1,1.0
group03681,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",1,1.0
group03682,hypothetical protein,1,1.0
group03683,None Provided,1,1.0
group03684,None Provided,1,1.0
group03685,None Provided,1,1.0
group03686,None Provided,1,1.0
group03687,None Provided,1,1.0
group03688,None Provided,1,1.0
group03689,None Provided,1,1.0
group03690,None Provided,1,1.0
group03691,None Provided,1,1.0
group03692,None Provided,1,1.0
group03693,None Provided,1,1.0
group03694,hypothetical protein,1,1.0
group03695,None Provided,1,1.0
group03696,hypothetical protein,1,1.0
group03697,hypothetical protein,1,1.0
group03698,None Provided,1,1.0
group03699,hypothetical protein,1,1.0
group03700,None Provided,1,1.0
group03701,None Provided,1,1.0
group03702,Nitrogen regulatory protein P-II,1,1.0
group03703,hypothetical protein,1,1.0
group03704,None Provided,1,1.0
group03705,None Provided,1,1.0
group03706,hypothetical protein,1,1.0
group03707,None Provided,1,1.0
group03708,None Provided,1,1.0
group03709,None Provided,1,1.0
group03710,hypothetical protein,1,1.0
group03711,hypothetical protein,1,1.0
group03712,hypothetical protein,1,1.0
group03713,UDP-glucose 4-epimerase (EC 5.1.3.2),1,1.0
group03714,"Ferric iron ABC transporter, iron-binding protein",1,1.0
group03715,None Provided,1,1.0
group03716,None Provided,1,1.0
group03717,hypothetical protein,1,1.0
group03718,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",1,1.0
group03719,hypothetical protein,1,1.0
group03720,None Provided,1,1.0
group03721,None Provided,1,1.0
group03722,None Provided,1,1.0
group03723,None Provided,1,1.0
group03724,Coenzyme F390 synthetase,1,1.0
group03725,Acyl protein synthase/acyl-CoA reductase RfbN,1,1.0
group03726,None Provided,1,1.0
group03727,None Provided,1,1.0
group03728,hypothetical protein,1,1.0
group03729,hypothetical protein,1,1.0
group03730,hypothetical protein,1,1.0
group03731,NAD-dependent formate dehydrogenase alpha subunit,1,1.0
group03732,putative dipeptidase,1,1.0
group03733,None Provided,1,1.0
group03734,None Provided,1,1.0
group03735,hypothetical protein,1,1.0
group03736,None Provided,1,1.0
group03737,hypothetical protein,1,1.0
group03738,None Provided,1,1.0
group03739,None Provided,1,1.0
group03740,None Provided,1,1.0
group03741,None Provided,1,1.0
group03742,"Biotin--protein ligase (EC 6.3.4.9, EC 6.3.4.10, EC 6.3.4.11, EC 6.3.4.15)",1,1.0
group03743,None Provided,1,1.0
group03744,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),1,1.0
group03745,None Provided,1,1.0
group03746,None Provided,1,1.0
group03747,None Provided,1,1.0
group03748,Heat shock protein 60 family co-chaperone GroES,1,1.0
group03749,None Provided,1,1.0
group03750,None Provided,1,1.0
group03751,Transketolase (EC 2.2.1.1),1,1.0
group03752,None Provided,1,1.0
group03753,None Provided,1,1.0
group03754,None Provided,1,1.0
group03755,None Provided,1,1.0
group03756,None Provided,1,1.0
group03757,hypothetical protein,1,1.0
group03758,None Provided,1,1.0
group03759,None Provided,1,1.0
group03760,None Provided,1,1.0
group03761,hypothetical protein,1,1.0
group03762,hypothetical protein,1,1.0
group03763,None Provided,1,1.0
group03764,hypothetical protein,1,1.0
group03765,None Provided,1,1.0
group03766,None Provided,1,1.0
group03767,DedA protein,1,1.0
group03768,None Provided,1,1.0
group03769,None Provided,1,1.0
group03770,hypothetical protein,1,1.0
group03771,None Provided,1,1.0
group03772,None Provided,1,1.0
group03773,Histidine ammonia-lyase (EC 4.3.1.3),1,1.0
group03774,None Provided,1,1.0
group03775,None Provided,1,1.0
group03776,None Provided,1,1.0
group03777,None Provided,1,1.0
group03778,"Electron transfer flavoprotein, beta subunit",1,1.0
group03779,None Provided,1,1.0
group03780,None Provided,1,1.0
group03781,SSU ribosomal protein S5p (S2e),1,1.0
group03782,None Provided,1,1.0
group03783,None Provided,1,1.0
group03784,hypothetical protein,1,1.0
group03785,None Provided,1,1.0
group03786,None Provided,1,1.0
group03787,None Provided,1,1.0
group03788,None Provided,1,1.0
group03789,None Provided,1,1.0
group03790,hypothetical protein,1,1.0
group03791,None Provided,1,1.0
group03792,None Provided,1,1.0
group03793,None Provided,1,1.0
group03794,None Provided,1,1.0
group03795,None Provided,1,1.0
group03796,FIG00460177: hypothetical protein,1,1.0
group03797,hypothetical protein,1,1.0
group03798,None Provided,1,1.0
group03799,hypothetical protein,1,1.0
group03800,"1,4-alpha-glucan branching enzyme (EC 2.4.1.18)",1,1.0
group03801,None Provided,1,1.0
group03802,None Provided,1,1.0
group03803,"N-Acetyl-D-glucosamine ABC transport system, permease protein 1",1,1.0
group03804,None Provided,1,1.0
group03805,None Provided,1,1.0
group03806,None Provided,1,1.0
group03807,hypothetical protein,1,1.0
group03808,None Provided,1,1.0
group03809,hypothetical protein,1,1.0
group03810,hypothetical protein,1,1.0
group03811,hypothetical protein,1,1.0
group03812,None Provided,1,1.0
group03813,None Provided,1,1.0
group03814,None Provided,1,1.0
group03815,"MmgE/PrpD family protein, putative",1,1.0
group03816,"Bona fide RidA/YjgF/TdcF/RutC subgroup, 3 tandem domains",1,1.0
group03817,None Provided,1,1.0
group03818,None Provided,1,1.0
group03819,hypothetical protein,1,1.0
group03820,None Provided,1,1.0
group03821,None Provided,1,1.0
group03822,None Provided,1,1.0
group03823,None Provided,1,1.0
group03824,None Provided,1,1.0
group03825,hypothetical protein,1,1.0
group03826,None Provided,1,1.0
group03827,hypothetical protein,1,1.0
group03828,None Provided,1,1.0
group03829,hypothetical protein,1,1.0
group03830,None Provided,1,1.0
group03831,hypothetical protein,1,1.0
group03832,None Provided,1,1.0
group03833,None Provided,1,1.0
group03834,None Provided,1,1.0
group03835,hypothetical protein,1,1.0
group03836,FIG00390550: hypothetical protein,1,1.0
group03837,None Provided,1,1.0
group03838,None Provided,1,1.0
group03839,None Provided,1,1.0
group03840,None Provided,1,1.0
group03841,None Provided,1,1.0
group03842,None Provided,1,1.0
group03843,None Provided,1,1.0
group03844,None Provided,1,1.0
group03845,"Endoglucanase C307 precursor (EC 3.2.1.4) (Endo-1,4-beta-glucanase C307) (Cellulase C307)",1,1.0
group03846,hypothetical protein,1,1.0
group03847,GTP-binding protein HflX,1,1.0
group03848,None Provided,1,1.0
group03849,None Provided,1,1.0
group03850,Phosphoserine aminotransferase (EC 2.6.1.52),1,1.0
group03851,None Provided,1,1.0
group03852,None Provided,1,1.0
group03853,None Provided,1,1.0
group03854,None Provided,1,1.0
group03855,None Provided,1,1.0
group03856,Chromosome segregation ATPase,1,1.0
group03857,None Provided,1,1.0
group03858,None Provided,1,1.0
group03859,hypothetical protein,1,1.0
group03860,Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-),1,1.0
group03861,None Provided,1,1.0
group03862,None Provided,1,1.0
group03863,None Provided,1,1.0
group03864,None Provided,1,1.0
group03865,hypothetical protein,1,1.0
group03866,hypothetical protein,1,1.0
group03867,None Provided,1,1.0
group03868,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17),1,1.0
group03869,Glycoprotein gp2,1,1.0
group03870,None Provided,1,1.0
group03871,hypothetical protein,1,1.0
group03872,None Provided,1,1.0
group03873,None Provided,1,1.0
group03874,None Provided,1,1.0
group03875,None Provided,1,1.0
group03876,None Provided,1,1.0
group03877,None Provided,1,1.0
group03878,None Provided,1,1.0
group03879,hypothetical protein,1,1.0
group03880,None Provided,1,1.0
group03881,hypothetical protein,1,1.0
group03882,None Provided,1,1.0
group03883,None Provided,1,1.0
group03884,None Provided,1,1.0
group03885,"internalin, putative",1,1.0
group03886,hypothetical protein,1,1.0
group03887,Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140),1,1.0
group03888,None Provided,1,1.0
group03889,None Provided,1,1.0
group03890,None Provided,1,1.0
group03891,None Provided,1,1.0
group03892,None Provided,1,1.0
group03893,None Provided,1,1.0
group03894,Chromosome segregation ATPase,1,1.0
group03895,hypothetical protein,1,1.0
group03896,None Provided,1,1.0
group03897,A/G-specific adenine glycosylase (EC 3.2.2.-),1,1.0
group03898,Seryl-tRNA synthetase (EC 6.1.1.11),1,1.0
group03899,None Provided,1,1.0
group03900,None Provided,1,1.0
group03901,None Provided,1,1.0
group03902,None Provided,1,1.0
group03903,GTP cyclohydrolase I (EC 3.5.4.16) type 1,1,1.0
group03904,None Provided,1,1.0
group03905,None Provided,1,1.0
group03906,None Provided,1,1.0
group03907,None Provided,1,1.0
group03908,None Provided,1,1.0
group03909,None Provided,1,1.0
group03910,None Provided,1,1.0
group03911,hypothetical protein,1,1.0
group03912,None Provided,1,1.0
group03913,hypothetical protein,1,1.0
group03914,hypothetical protein,1,1.0
group03915,None Provided,1,1.0
group03916,hypothetical protein,1,1.0
group03917,Homoserine O-acetyltransferase (EC 2.3.1.31),1,1.0
group03918,SOS-response repressor and protease LexA (EC 3.4.21.88),1,1.0
group03919,Lipoprotein signal peptidase (EC 3.4.23.36),1,1.0
group03920,L-lactate dehydrogenase (EC 1.1.2.3),1,1.0
group03921,None Provided,1,1.0
group03922,None Provided,1,1.0
group03923,LSU ribosomal protein L35p,1,1.0
group03924,None Provided,1,1.0
group03925,None Provided,1,1.0
group03926,hypothetical protein,1,1.0
group03927,None Provided,1,1.0
group03928,None Provided,1,1.0
group03929,Soluble lytic murein transglycosylase precursor (EC 3.2.1.-),1,1.0
group03930,ATP synthase beta chain (EC 3.6.3.14),1,1.0
group03931,Adenosine (5)-pentaphospho-(5)-adenosine pyrophosphohydrolase (EC 3.6.1.-),1,1.0
group03932,None Provided,1,1.0
group03933,Inositol-1-phosphate synthase (EC 5.5.1.4),1,1.0
group03934,Topoisomerase IV subunit A (EC 5.99.1.-),1,1.0
group03935,FIG001196: Membrane protein YedZ,1,1.0
group03936,None Provided,1,1.0
group03937,unknown protein,1,1.0
group03938,None Provided,1,1.0
group03939,Phosphoglycerate kinase (EC 2.7.2.3),1,1.0
group03940,None Provided,1,1.0
group03941,DNA topoisomerase I (EC 5.99.1.2),1,1.0
group03942,"Kinase-Associated Endopeptidase (Kae1), required for threonylcarbamoyladenosine t(6)A37 formation in tRNA",1,1.0
group03943,DNA recombination and repair protein RecF,1,1.0
group03944,None Provided,1,1.0
group03945,"6-phosphogluconate dehydrogenase, NAD-binding",1,1.0
group03946,hypothetical protein,1,1.0
group03947,"Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)",1,1.0
group03948,hypothetical protein,1,1.0
group03949,None Provided,1,1.0
group03950,None Provided,1,1.0
group03951,None Provided,1,1.0
group03952,None Provided,1,1.0
group03953,None Provided,1,1.0
group03954,GTP-binding and nucleic acid-binding protein YchF,1,1.0
group03955,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",1,1.0
group03956,None Provided,1,1.0
group03957,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),1,1.0
group03958,tRNA-specific adenosine-34 deaminase (EC 3.5.4.-),1,1.0
group03959,None Provided,1,1.0
group03960,None Provided,1,1.0
group03961,None Provided,1,1.0
group03962,None Provided,1,1.0
group03963,None Provided,1,1.0
group03964,Agmatinase (EC 3.5.3.11),1,1.0
group03965,None Provided,1,1.0
group03966,Rod shape-determining protein MreB,1,1.0
group03967,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),1,1.0
group03968,None Provided,1,1.0
group03969,None Provided,1,1.0
group03970,None Provided,1,1.0
group03971,None Provided,1,1.0
group03972,"Electron transfer flavoprotein, beta subunit",1,1.0
group03973,LSU ribosomal protein L35p,1,1.0
group03974,None Provided,1,1.0
group03975,hypothetical protein,1,1.0
group03976,None Provided,1,1.0
group03977,None Provided,1,1.0
group03978,"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",1,1.0
group03979,None Provided,1,1.0
group03980,Cytidine deaminase (EC 3.5.4.5),1,1.0
group03981,tRNA pseudouridine synthase A (EC 4.2.1.70),1,1.0
group03982,hypothetical protein,1,1.0
group03983,None Provided,1,1.0
group03984,None Provided,1,1.0
group03985,Transcription termination protein NusA,1,1.0
group03986,"glycosyl transferase, group 1 family protein",1,1.0
group03987,None Provided,1,1.0
group03988,None Provided,1,1.0
group03989,None Provided,1,1.0
group03990,hypothetical protein,1,1.0
group03991,Aldehyde dehydrogenase (EC 1.2.1.3),1,1.0
group03992,None Provided,1,1.0
group03993,None Provided,1,1.0
group03994,None Provided,1,1.0
group03995,None Provided,1,1.0
group03996,hypothetical protein,1,1.0
group03997,hypothetical protein,1,1.0
group03998,None Provided,1,1.0
group03999,None Provided,1,1.0
group04000,None Provided,1,1.0
group04001,None Provided,1,1.0
group04002,Aldehyde dehydrogenase (EC 1.2.1.3),1,1.0
group04003,None Provided,1,1.0
group04004,None Provided,1,1.0
group04005,None Provided,1,1.0
group04006,ATP synthase beta chain (EC 3.6.3.14),1,1.0
group04007,None Provided,1,1.0
group04008,Nucleoside diphosphate kinase (EC 2.7.4.6),1,1.0
group04009,None Provided,1,1.0
group04010,None Provided,1,1.0
group04011,None Provided,1,1.0
group04012,None Provided,1,1.0
group04013,hypothetical protein,1,1.0
group04014,None Provided,1,1.0
group04015,None Provided,1,1.0
group04016,None Provided,1,1.0
group04017,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-),1,1.0
group04018,None Provided,1,1.0
group04019,None Provided,1,1.0
group04020,None Provided,1,1.0
group04021,None Provided,1,1.0
group04022,None Provided,1,1.0
group04023,Magnesium and cobalt efflux protein CorC,1,1.0
group04024,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),1,1.0
group04025,None Provided,1,1.0
group04026,None Provided,1,1.0
group04027,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),1,1.0
group04028,None Provided,1,1.0
group04029,None Provided,1,1.0
group04030,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),1,1.0
group04031,"FIG007959: peptidase, M16 family",1,1.0
group04032,None Provided,1,1.0
group04033,"Nucleoside ABC transporter, permease protein 2",1,1.0
group04034,None Provided,1,1.0
group04035,None Provided,1,1.0
group04036,None Provided,1,1.0
group04037,None Provided,1,1.0
group04038,None Provided,1,1.0
group04039,None Provided,1,1.0
group04040,None Provided,1,1.0
group04041,GTP-binding protein TypA/BipA,1,1.0
group04042,None Provided,1,1.0
group04043,"Hypothetical, related to broad specificity phosphatases COG0406",1,1.0
group04044,hypothetical protein,1,1.0
group04045,ATP synthase alpha chain (EC 3.6.3.14),1,1.0
group04046,None Provided,1,1.0
group04047,ATP synthase protein I,1,1.0
group04048,hypothetical protein,1,1.0
group04049,SSU ribosomal protein S20p,1,1.0
group04050,Pyridoxamine 5-phosphate oxidase (EC 1.4.3.5),1,1.0
group04051,None Provided,1,1.0
group04052,None Provided,1,1.0
group04053,None Provided,1,1.0
group04054,None Provided,1,1.0
group04055,Cell division protein MraZ,1,1.0
group04056,None Provided,1,1.0
group04057,RecA protein,1,1.0
group04058,hypothetical protein,1,1.0
group04059,DNA polymerase I (EC 2.7.7.7),1,1.0
group04060,None Provided,1,1.0
group04061,None Provided,1,1.0
group04062,None Provided,1,1.0
group04063,None Provided,1,1.0
group04064,hypothetical protein,1,1.0
group04065,None Provided,1,1.0
group04066,LSU ribosomal protein L13p (L13Ae),1,1.0
group04067,None Provided,1,1.0
group04068,None Provided,1,1.0
group04069,None Provided,1,1.0
group04070,None Provided,1,1.0
group04071,DNA topoisomerase I (EC 5.99.1.2),1,1.0
group04072,None Provided,1,1.0
group04073,None Provided,1,1.0
group04074,None Provided,1,1.0
group04075,None Provided,1,1.0
group04076,hypothetical protein,1,1.0
group04077,None Provided,1,1.0
group04078,None Provided,1,1.0
group04079,None Provided,1,1.0
group04080,None Provided,1,1.0
group04081,Cysteinyl-tRNA synthetase (EC 6.1.1.16),1,1.0
group04082,None Provided,1,1.0
group04083,None Provided,1,1.0
group04084,None Provided,1,1.0
group04085,None Provided,1,1.0
group04086,None Provided,1,1.0
group04087,None Provided,1,1.0
group04088,None Provided,1,1.0
group04089,None Provided,1,1.0
group04090,None Provided,1,1.0
group04091,None Provided,1,1.0
group04092,ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),1,1.0
group04093,Preprotein translocase secY subunit (TC 3.A.5.1.1),1,1.0
group04094,None Provided,1,1.0
group04095,None Provided,1,1.0
group04096,None Provided,1,1.0
group04097,None Provided,1,1.0
group04098,None Provided,1,1.0
group04099,None Provided,1,1.0
group04100,None Provided,1,1.0
group04101,None Provided,1,1.0
group04102,None Provided,1,1.0
group04103,FIG001886: Cytoplasmic hypothetical protein,1,1.0
group04104,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),1,1.0
group04105,"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily",1,1.0
group04106,None Provided,1,1.0
group04107,None Provided,1,1.0
group04108,None Provided,1,1.0
group04109,None Provided,1,1.0
group04110,None Provided,1,1.0
group04111,Methylthioribose-1-phosphate isomerase (EC 5.3.1.23),1,1.0
group04112,None Provided,1,1.0
group04113,None Provided,1,1.0
group04114,None Provided,1,1.0
group04115,None Provided,1,1.0
group04116,None Provided,1,1.0
group04117,None Provided,1,1.0
group04118,None Provided,1,1.0
group04119,None Provided,1,1.0
group04120,None Provided,1,1.0
group04121,None Provided,1,1.0
group04122,None Provided,1,1.0
group04123,None Provided,1,1.0
group04124,None Provided,1,1.0
group04125,None Provided,1,1.0
group04126,None Provided,1,1.0
group04127,None Provided,1,1.0
group04128,putative oxidoreductase,1,1.0
group04129,None Provided,1,1.0
group04130,None Provided,1,1.0
group04131,None Provided,1,1.0
group04132,None Provided,1,1.0
group04133,None Provided,1,1.0
group04134,None Provided,1,1.0
group04135,None Provided,1,1.0
group04136,None Provided,1,1.0
group04137,hypothetical protein,1,1.0
group04138,None Provided,1,1.0
group04139,None Provided,1,1.0
group04140,None Provided,1,1.0
group04141,None Provided,1,1.0
group04142,None Provided,1,1.0
group04143,None Provided,1,1.0
group04144,None Provided,1,1.0
group04145,Alpha-glucoside transport system permease protein AglG,1,1.0
group04146,None Provided,1,1.0
group04147,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),1,1.0
group04148,None Provided,1,1.0
group04149,None Provided,1,1.0
group04150,None Provided,1,1.0
group04151,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),1,1.0
group04152,None Provided,1,1.0
group04153,Cysteine synthase (EC 2.5.1.47),1,1.0
group04154,None Provided,1,1.0
group04155,None Provided,1,1.0
group04156,Ribonuclease J2 (endoribonuclease in RNA processing),1,1.0
group04157,None Provided,1,1.0
group04158,None Provided,1,1.0
group04159,Fructokinase (EC 2.7.1.4),1,1.0
group04160,hypothetical protein,1,1.0
group04161,hypothetical protein,1,1.0
group04162,None Provided,1,1.0
group04163,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",1,1.0
group04164,hypothetical protein,1,1.0
group04165,hypothetical protein,1,1.0
group04166,None Provided,1,1.0
group04167,hypothetical protein,1,1.0
group04168,"Transcriptional regulator, AsnC family",1,1.0
group04169,None Provided,1,1.0
group04170,hypothetical protein,1,1.0
group04171,Ccs1/ResB-related putative cytochrome C-type biogenesis protein,1,1.0
group04172,hypothetical protein,1,1.0
group04173,None Provided,1,1.0
group04174,Adenosine deaminase (EC 3.5.4.4),1,1.0
group04175,Pyruvate kinase (EC 2.7.1.40),1,1.0
group04176,Transketolase (EC 2.2.1.1),1,1.0
group04177,None Provided,1,1.0
group04178,GTP cyclohydrolase I (EC 3.5.4.16) type 1,1,1.0
group04179,"transcriptional regulator, XRE family",1,1.0
group04180,3-dehydroquinate synthase (EC 4.2.3.4),1,1.0
group04181,FIG00344945: hypothetical protein,1,1.0
group04182,None Provided,1,1.0
group04183,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19),1,1.0
group04184,Deoxyribose-phosphate aldolase (EC 4.1.2.4),1,1.0
group04185,Aldehyde dehydrogenase (EC 1.2.1.3),1,1.0
group04186,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),1,1.0
group04187,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),1,1.0
group04188,None Provided,1,1.0
group04189,GDP-fucose synthetase,1,1.0
group04190,None Provided,1,1.0
group04191,None Provided,1,1.0
group04192,None Provided,1,1.0
group04193,hypothetical protein,1,1.0
group04194,Iron-sulfur cluster regulator SufR,1,1.0
group04195,None Provided,1,1.0
group04196,None Provided,1,1.0
group04197,Deoxyribose-phosphate aldolase (EC 4.1.2.4),1,1.0
group04198,hypothetical protein,1,1.0
group04199,hypothetical protein,1,1.0
group04200,None Provided,1,1.0
group04201,None Provided,1,1.0
group04202,None Provided,1,1.0
group04203,hypothetical protein,1,1.0
group04204,None Provided,1,1.0
group04205,Twin-arginine translocation protein TatC,1,1.0
group04206,Cytosol aminopeptidase PepA (EC 3.4.11.1),1,1.0
group04207,None Provided,1,1.0
group04208,Sporulation regulatory protein WhiB,1,1.0
group04209,hypothetical protein,1,1.0
group04210,None Provided,1,1.0
group04211,None Provided,1,1.0
group04212,Aspartate carbamoyltransferase (EC 2.1.3.2),1,1.0
group04213,None Provided,1,1.0
group04214,None Provided,1,1.0
group04215,Diaminopimelate decarboxylase (EC 4.1.1.20),1,1.0
group04216,Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-),1,1.0
group04217,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",1,1.0
group04218,None Provided,1,1.0
group04219,None Provided,1,1.0
group04220,None Provided,1,1.0
group04221,None Provided,1,1.0
group04222,None Provided,1,1.0
group04223,hypothetical protein,1,1.0
group04224,None Provided,1,1.0
group04225,Cytochrome c-type biogenesis protein ResA,1,1.0
group04226,None Provided,1,1.0
group04227,hypothetical protein,1,1.0
group04228,None Provided,1,1.0
group04229,DNA primase (EC 2.7.7.-),1,1.0
group04230,None Provided,1,1.0
group04231,None Provided,1,1.0
group04232,None Provided,1,1.0
group04233,None Provided,1,1.0
group04234,None Provided,1,1.0
group04235,None Provided,1,1.0
group04236,None Provided,1,1.0
group04237,None Provided,1,1.0
group04238,None Provided,1,1.0
group04239,None Provided,1,1.0
group04240,None Provided,1,1.0
group04241,None Provided,1,1.0
group04242,Lipoate-protein ligase A,1,1.0
group04243,Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),1,1.0
group04244,None Provided,1,1.0
group04245,hypothetical protein,1,1.0
group04246,None Provided,1,1.0
group04247,Aspartate aminotransferase (EC 2.6.1.1),1,1.0
group04248,None Provided,1,1.0
group04249,None Provided,1,1.0
group04250,None Provided,1,1.0
group04251,None Provided,1,1.0
group04252,None Provided,1,1.0
group04253,None Provided,1,1.0
group04254,None Provided,1,1.0
group04255,hypothetical protein,1,1.0
group04256,None Provided,1,1.0
group04257,hypothetical protein,1,1.0
group04258,None Provided,1,1.0
group04259,None Provided,1,1.0
group04260,hypothetical protein,1,1.0
group04261,None Provided,1,1.0
group04262,None Provided,1,1.0
group04263,None Provided,1,1.0
group04264,None Provided,1,1.0
group04265,hypothetical protein,1,1.0
group04266,None Provided,1,1.0
group04267,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),1,1.0
group04268,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),1,1.0
group04269,None Provided,1,1.0
group04270,None Provided,1,1.0
group04271,Protein-export membrane protein SecD (TC 3.A.5.1.1),1,1.0
group04272,Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-),1,1.0
group04273,putative succinate dehydrogenase membrane anchor subunit (succinic dehydrogenase),1,1.0
group04274,None Provided,1,1.0
group04275,None Provided,1,1.0
group04276,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3),1,1.0
group04277,O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26),1,1.0
group04278,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),1,1.0
group04279,None Provided,1,1.0
group04280,None Provided,1,1.0
group04281,None Provided,1,1.0
group04282,None Provided,1,1.0
group04283,"ATP-dependent Clp protease, ATP-binding subunit ClpC / Negative regulator of genetic competence clcC/mecB",1,1.0
group04284,None Provided,1,1.0
group04285,None Provided,1,1.0
group04286,None Provided,1,1.0
group04287,None Provided,1,1.0
group04288,None Provided,1,1.0
group04289,None Provided,1,1.0
group04290,None Provided,1,1.0
group04291,None Provided,1,1.0
group04292,Translation elongation factor Tu,1,1.0
group04293,LSU ribosomal protein L22p (L17e),1,1.0
group04294,None Provided,1,1.0
group04295,None Provided,1,1.0
group04296,None Provided,1,1.0
group04297,hypothetical protein,1,1.0
group04298,None Provided,1,1.0
group04299,None Provided,1,1.0
group04300,None Provided,1,1.0
